AppID;Name;Publisher;Owners;Price;Discount;Tags;Genres;Languages;CCU;ScoreRank;AvgPlaytimeForever;AvgPlaytime2Weeks
790540;THE QUIET MAN;Square Enix;20,000 .. 50,000;2,99 USD;80%;;;;3;0;0;0
798460;Ni no Kuni Wrath of the White Witch Remastered;BANDAI NAMCO Entertainment;100,000 .. 200,000;7,49 USD;85%;;;;128;0;622;321
812140;Assassin's Creed Odyssey;Ubisoft;2,000,000 .. 5,000,000;11,99 USD;80%;;;;7595;0;4709;720
814000;ONE PIECE ODYSSEY;BANDAI NAMCO Entertainment;100,000 .. 200,000;39,99 USD;0%;;;;34;0;2058;0
816020;JUMP FORCE;BANDAI NAMCO Entertainment;1,000,000 .. 2,000,000;0,00 USD;0%;;;;19;0;482;0
824550;SD GUNDAM BATTLE ALLIANCE;BANDAI NAMCO Entertainment;500,000 .. 1,000,000;19,79 USD;67%;;;;48;0;2029;0
840720;Sword Art Online: Lost Song;BANDAI NAMCO Entertainment;100,000 .. 200,000;4,99 USD;75%;;;;7;0;2851;0
845070;The Awesome Adventures of Captain Spirit;Square Enix;2,000,000 .. 5,000,000;0,00 USD;0%;;;;24;0;79;0
848350;Katamari Damacy REROLL;BANDAI NAMCO Entertainment;200,000 .. 500,000;7,49 USD;75%;;;;51;0;211;0
851850;DRAGON BALL Z: KAKAROT;BANDAI NAMCO Entertainment;1,000,000 .. 2,000,000;14,99 USD;75%;;;;772;0;1797;242
860510;Little Nightmares II;BANDAI NAMCO Entertainment;1,000,000 .. 2,000,000;9,89 USD;67%;;;;1143;0;301;0
871980;Digimon Survive;BANDAI NAMCO Entertainment;100,000 .. 200,000;14,99 USD;75%;;;;67;0;1334;0
889750;BABYLON'S FALL;Square Enix;50,000 .. 100,000;0,00 USD;0%;;;;0;0;0;0
893520;Creative Destruction;NetEase Games Global;2,000,000 .. 5,000,000;0,00 USD;0%;;;;0;0;807;0
898750;Super Robot Wars 30;BANDAI NAMCO Entertainment;500,000 .. 1,000,000;19,79 USD;67%;;;;329;0;3025;0
899440;GOD EATER 3;BANDAI NAMCO Entertainment;1,000,000 .. 2,000,000;5,99 USD;90%;;;;152;0;475;0
911400;Assassin's Creed III Remastered;Ubisoft;1,000,000 .. 2,000,000;9,99 USD;75%;;;;670;0;779;1
916440;Anno 1800;Ubisoft;500,000 .. 1,000,000;5,99 USD;90%;;;;16225;0;2727;493
921570;OCTOPATH TRAVELER;Square Enix;500,000 .. 1,000,000;23,99 USD;60%;;;;375;0;984;410
921590;DISSIDIA FINAL FANTASY NT Free Edition;Square Enix;500,000 .. 1,000,000;0,00 USD;0%;;;;18;0;631;0
924980;Trials of Mana;Square Enix;200,000 .. 500,000;19,99 USD;60%;;;;38;0;916;0
925930;Myst III: Exile;Electronic Arts;100,000 .. 200,000;5,99 USD;60%;;;;5;0;410;0
928600;F1 2019;Electronic Arts;500,000 .. 1,000,000;0,00 USD;0%;;;;82;0;2449;0
936790;Life is Strange: True Colors;Square Enix;500,000 .. 1,000,000;17,99 USD;70%;;;;115;0;559;0
939850;The Dark Pictures Anthology: Man of Medan;BANDAI NAMCO Entertainment;500,000 .. 1,000,000;19,99 USD;0%;;;;92;0;444;0
939960;Far Cry New Dawn;Ubisoft;1,000,000 .. 2,000,000;3,99 USD;90%;;;;1627;0;1139;794
943150;Nostos;NetEase Games Global;50,000 .. 100,000;0,00 USD;0%;;;;0;0;19;0
950050;Starlink: Battle for Atlas;Ubisoft;50,000 .. 100,000;7,49 USD;75%;;;;4;0;0;0
952540;Romancing SaGa 3;Square Enix;50,000 .. 100,000;8,69 USD;70%;;;;44;0;0;0
958400;Project CARS 3;BANDAI NAMCO Entertainment;200,000 .. 500,000;59,99 USD;0%;;;;40;0;121;0
965230;DORAEMON  STORY OF SEASONS;BANDAI NAMCO Entertainment;100,000 .. 200,000;24,99 USD;50%;;;;9;0;105;0
965300;The Settlers : Heritage of Kings - History Edition;Ubisoft;100,000 .. 200,000;5,99 USD;50%;;;;67;0;490;0
965310;The Settlers : Rise of an Empire - History Edition;Ubisoft;50,000 .. 100,000;4,79 USD;60%;;;;61;0;728;0
965320;The Settlers 7 : History Edition;Ubisoft;50,000 .. 100,000;5,99 USD;60%;;;;62;0;60;0
987720;ONINAKI;Square Enix;20,000 .. 50,000;0,00 USD;0%;;;;0;0;0;0
988910;Super Mega Baseball 3;Electronic Arts;100,000 .. 200,000;44,99 USD;0%;;;;25;0;205;0
991560;ONE PUNCH MAN: A HERO NOBODY KNOWS;BANDAI NAMCO Entertainment;50,000 .. 100,000;5,99 USD;90%;;;;9;0;868;0
1009290;SWORD ART ONLINE Alicization Lycoris;BANDAI NAMCO Entertainment;200,000 .. 500,000;9,59 USD;84%;;;;38;0;1303;0
1020790;NARUTO X BORUTO Ultimate Ninja STORM CONNECTIONS;BANDAI NAMCO Entertainment;50,000 .. 100,000;35,99 USD;40%;;;;131;0;1003;418
1025500;Age-Old Cities VR;Ubisoft;20,000 .. 50,000;0,00 USD;0%;;;;0;0;0;0
1026680;FINAL FANTASY VIII - REMASTERED;Square Enix;200,000 .. 500,000;7,99 USD;60%;;;;261;0;1929;326
1038250;DIRT 5;Electronic Arts;200,000 .. 500,000;11,99 USD;80%;;;;46;0;115;0
1042550;Digimon Story Cyber Sleuth: Complete Edition;BANDAI NAMCO Entertainment;500,000 .. 1,000,000;9,99 USD;80%;;;;752;0;1905;43
1058450;MY HERO ONE'S JUSTICE 2;BANDAI NAMCO Entertainment;100,000 .. 200,000;4,79 USD;88%;;;;37;0;577;0
1070910;Are you ready for Valve Index?;Ubisoft;200,000 .. 500,000;0,00 USD;0%;;;;11;0;0;0
1072420;DRAGON QUEST BUILDERS 2;Square Enix;200,000 .. 500,000;24,99 USD;50%;;;;373;0;6125;0
1080110;F1 2020;Electronic Arts;1,000,000 .. 2,000,000;0,00 USD;0%;;;;230;0;2484;0
1089090;ONE PIECE: PIRATE WARRIORS 4;BANDAI NAMCO Entertainment;1,000,000 .. 2,000,000;9,99 USD;75%;;;;385;0;1123;0
1113560;NieR Replicant ver.1.22474487139...;Square Enix;500,000 .. 1,000,000;23,99 USD;60%;;;;370;0;1320;0
1113570;Voice of Cards: The Isle Dragon Roars;Square Enix;50,000 .. 100,000;11,99 USD;60%;;;;9;0;961;0
1126750;Mr. DRILLER DrillLand;BANDAI NAMCO Entertainment;20,000 .. 50,000;29,99 USD;0%;;;;4;0;26;0
1133760;CHRONO CROSS: THE RADICAL DREAMERS EDITION;Square Enix;100,000 .. 200,000;7,99 USD;60%;;;;55;0;118;0
1134570;F1 2021;Electronic Arts;1,000,000 .. 2,000,000;0,00 USD;0%;;;;152;0;7006;0
1163550;Captain Tsubasa: Rise of New Champions;BANDAI NAMCO Entertainment;200,000 .. 500,000;9,59 USD;84%;;;;139;0;914;0
1172380;STAR WARS Jedi: Fallen Order;Electronic Arts;2,000,000 .. 5,000,000;3,99 USD;90%;;;;1770;0;1010;36
1172470;Apex Legends;Electronic Arts;50,000,000 .. 100,000,000;0,00 USD;0%;;;;90417;0;10495;753
1173770;FINAL FANTASY;Square Enix;500,000 .. 1,000,000;8,39 USD;30%;;;;168;0;617;0
1173780;FINAL FANTASY II;Square Enix;200,000 .. 500,000;8,39 USD;30%;;;;107;0;1087;0
1173790;FINAL FANTASY III;Square Enix;200,000 .. 500,000;12,59 USD;30%;;;;77;0;822;0
1173800;FINAL FANTASY IV;Square Enix;100,000 .. 200,000;12,59 USD;30%;;;;80;0;679;0
1173810;FINAL FANTASY V;Square Enix;200,000 .. 500,000;12,59 USD;30%;;;;156;0;1593;0
1173820;FINAL FANTASY VI;Square Enix;200,000 .. 500,000;12,59 USD;30%;;;;227;0;1224;0
1175830;Legend of Mana;Square Enix;100,000 .. 200,000;11,99 USD;60%;;;;10;0;859;0
1194630;The Dark Pictures Anthology: Little Hope;BANDAI NAMCO Entertainment;200,000 .. 500,000;19,99 USD;0%;;;;104;0;286;329
1199640;Cave to Kingdom;Ubisoft;200,000 .. 500,000;0,00 USD;0%;;;;0;0;0;0
1203220;NARAKA: BLADEPOINT;NetEase Games Global;20,000,000 .. 50,000,000;0,00 USD;0%;;;;107143;0;11104;1048
1209040;Cyber Hunter;NetEase Games Global;1,000,000 .. 2,000,000;0,00 USD;0%;;;;2;0;960;0
1213210;Command & Conquer Remastered Collection;Electronic Arts;1,000,000 .. 2,000,000;5,99 USD;70%;;;;1499;0;524;12
1222670;The Sims 4;Electronic Arts;10,000,000 .. 20,000,000;0,00 USD;0%;;;;50950;0;1484;403
1222680;Need for Speed Heat;Electronic Arts;2,000,000 .. 5,000,000;3,49 USD;95%;;;;3793;0;889;0
1222690;Dragon Age Inquisition;Electronic Arts;500,000 .. 1,000,000;7,99 USD;80%;;;;963;0;1241;0
1222700;A Way Out;Electronic Arts;2,000,000 .. 5,000,000;4,49 USD;85%;;;;3424;0;330;31
1222730;STAR WARS: Squadrons;Electronic Arts;1,000,000 .. 2,000,000;3,99 USD;90%;;;;118;0;497;0
1225560;Unravel;Electronic Arts;200,000 .. 500,000;3,99 USD;80%;;;;40;0;249;0
1225570;Unravel Two;Electronic Arts;500,000 .. 1,000,000;3,99 USD;80%;;;;372;0;193;0
1225580;Fe;Electronic Arts;50,000 .. 100,000;4,99 USD;75%;;;;1;0;103;0
1225590;Sea of Solitude;Electronic Arts;200,000 .. 500,000;4,99 USD;75%;;;;2;0;0;0
1233550;Rocket Arena;Electronic Arts;100,000 .. 200,000;0,00 USD;0%;;;;0;0;0;0
1233570;Mirror's Edge Catalyst;Electronic Arts;500,000 .. 1,000,000;2,99 USD;85%;;;;84;0;878;0
1237950;STAR WARS Battlefront II;Electronic Arts;1,000,000 .. 2,000,000;7,99 USD;80%;;;;1665;0;1580;94
1237970;Titanfall 2;Electronic Arts;5,000,000 .. 10,000,000;2,99 USD;90%;;;;4228;0;885;634
1237980;STAR WARS Battlefront;Electronic Arts;1,000,000 .. 2,000,000;4,99 USD;75%;;;;68;0;261;306
1238000;Mass Effect: Andromeda Deluxe Edition;Electronic Arts;500,000 .. 1,000,000;5,99 USD;85%;;;;713;0;1581;100
1238020;Mass Effect 3 N7 Digital Deluxe Edition (2012);Electronic Arts;500,000 .. 1,000,000;7,49 USD;75%;;;;88;0;3810;0
1238040;Dragon Age II: Ultimate Edition;Electronic Arts;500,000 .. 1,000,000;5,99 USD;80%;;;;348;0;144;0
1238060;Dead Space 3;Electronic Arts;500,000 .. 1,000,000;3,99 USD;80%;;;;202;0;748;0
1238080;Burnout Paradise Remastered;Electronic Arts;200,000 .. 500,000;3,99 USD;80%;;;;126;0;78;0
1238810;Battlefield V;Electronic Arts;5,000,000 .. 10,000,000;2,49 USD;95%;;;;16413;0;1755;315
1238820;Battlefield 3;Electronic Arts;1,000,000 .. 2,000,000;1,99 USD;95%;;;;504;0;1393;2
1238840;Battlefield 1;Electronic Arts;2,000,000 .. 5,000,000;1,99 USD;95%;;;;18405;0;2176;356
1238860;Battlefield 4;Electronic Arts;1,000,000 .. 2,000,000;1,99 USD;95%;;;;3040;0;1458;84
1238880;Battlefield Hardline;Electronic Arts;200,000 .. 500,000;1,99 USD;95%;;;;126;0;1071;0
1239520;Madden NFL 21;Electronic Arts;200,000 .. 500,000;0,00 USD;0%;;;;28;0;0;0
1245620;ELDEN RING;BANDAI NAMCO Entertainment;20,000,000 .. 50,000,000;35,99 USD;40%;;;;51069;0;8024;659
1262240;Plants vs. Zombies: Battle for Neighborville;Electronic Arts;1,000,000 .. 2,000,000;4,49 USD;85%;;;;337;0;451;0
1262540;Need for Speed;Electronic Arts;1,000,000 .. 2,000,000;2,99 USD;90%;;;;525;0;716;230
1262560;Need for Speed Most Wanted;Electronic Arts;500,000 .. 1,000,000;1,99 USD;90%;;;;547;0;312;163
1262580;Need for Speed Payback;Electronic Arts;1,000,000 .. 2,000,000;4,49 USD;85%;;;;445;0;634;35
1262600;Need for Speed Rivals;Electronic Arts;1,000,000 .. 2,000,000;2,99 USD;85%;;;;120;0;626;0
1265920;Life is Strange Remastered;Square Enix;200,000 .. 500,000;15,99 USD;60%;;;;234;0;754;0
1265930;Life is Strange: Before the Storm Remastered;Square Enix;100,000 .. 200,000;15,99 USD;60%;;;;70;0;635;0
1276760;DRAGON BALL: THE BREAKERS;BANDAI NAMCO Entertainment;200,000 .. 500,000;4,99 USD;75%;;;;237;0;530;0
1281590;The Dark Pictures Anthology: House of Ashes;BANDAI NAMCO Entertainment;500,000 .. 1,000,000;29,99 USD;0%;;;;122;0;601;0
1281630;Anno 1404 - History Edition;Ubisoft;500,000 .. 1,000,000;4,49 USD;70%;;;;595;0;501;35
1282690;Crysis 3;Electronic Arts;500,000 .. 1,000,000;0,00 USD;0%;;;;16;0;597;0
1286830;STAR WARS: The Old Republic;Electronic Arts;5,000,000 .. 10,000,000;0,00 USD;0%;;;;6018;0;1900;47
